Tarih,Gun,Ay,Yil,GramAlis,GramSatis,CeyrekAlis,CeyrekSatis,CumhuriyetAlis,CumhuriyetSatis,YarimAlis,YarimSatis,TamAlis,TamSatis,Bilezik22Alis,Bilezik22Satis,Ayar14Alis,Ayar14Satis,Ayar18Alis,Ayar18Satis,ResatAlis,ResatSatis,GremseAlis,GremseSatis,HamitAlis,HamitSatis
7.9.2007,7,9,2007,28.7281,28.7800,45.8500,50.5000,188.6400,204.0000,91.7000,101.0000,183.4000,202.0000,26.2000,29.0000,16.3750,21.0000,20.3969,26.0000,188.6400,224.0000,458.5000,505.0000,188.6400,224.0000
8.9.2007,8,9,2007,28.8900,28.7800,46.1125,50.5000,189.7200,204.0000,92.2250,101.0000,184.4500,202.0000,26.3500,29.0000,16.4688,21.0000,20.5137,26.0000,189.7200,224.0000,461.1125,505.0000,189.7200,224.0000
9.9.2007,9,9,2007,28.8900,28.7800,46.1125,50.5000,189.7200,204.0000,92.2250,101.0000,184.4500,202.0000,26.3500,29.0000,16.4688,21.0000,20.5137,26.0000,189.7200,224.0000,461.1125,505.0000,189.7200,224.0000
10.9.2007,10,9,2007,28.8925,28.7800,46.1125,51.0000,189.7200,206.0000,92.2250,102.0000,184.4500,204.0000,26.3500,29.5000,16.4688,21.5000,20.5137,26.5000,189.7200,226.0000,461.1250,510.0000,189.7200,226.0000
11.9.2007,11,9,2007,28.7829,29.8311,45.9375,51.0000,189.0000,206.0000,91.8750,102.0000,183.7500,204.0000,26.2500,29.5000,16.4063,21.5000,20.4359,26.5000,189.0000,226.0000,459.3750,510.0000,189.0000,226.0000
12.9.2007,12,9,2007,28.6732,29.7763,45.7625,51.0000,188.2800,206.0000,91.5250,102.0000,183.0500,204.0000,26.1500,29.5000,16.3438,21.5000,20.3580,26.5000,188.2800,226.0000,457.6250,510.0000,188.2800,226.0000
13.9.2007,13,9,2007,28.3991,29.4474,45.3250,50.0000,186.4800,202.0000,90.6500,100.0000,181.3000,200.0000,25.9000,29.0000,16.1875,21.0000,20.1634,26.0000,186.4800,222.0000,453.2500,500.0000,186.4800,222.0000
14.9.2007,14,9,2007,28.7281,29.1184,45.8500,50.0000,188.6400,202.0000,91.7000,100.0000,183.4000,200.0000,26.2000,29.0000,16.3750,21.0000,20.3969,26.0000,188.6400,222.0000,458.5500,500.0000,188.6400,222.0000
15.9.2007,15,9,2007,28.3440,29.1184,45.2375,50.0000,186.1200,202.0000,90.4750,100.0000,180.9500,200.0000,25.8500,29.0000,16.1563,21.0000,20.1245,26.0000,186.1200,222.0000,452.3750,500.0000,186.1200,222.0000
16.9.2007,16,9,2007,28.3440,29.1184,45.2375,50.0000,186.1200,202.0000,90.4750,100.0000,180.9500,200.0000,25.8500,29.0000,16.1563,21.0000,20.1245,26.0000,186.1200,222.0000,452.3750,500.0000,186.1200,222.0000
17.9.2007,17,9,2007,28.6184,29.1184,45.6750,50.0000,187.9200,202.0000,91.3500,100.0000,182.7000,200.0000,26.1000,29.0000,16.3125,21.0000,20.3191,26.0000,187.9200,222.0000,456.7500,500.0000,187.9200,222.0000
18.9.2007,18,9,2007,28.7281,29.1184,45.8500,50.5000,188.6400,204.0000,91.7000,101.0000,183.4000,202.0000,26.2000,29.2500,16.3750,21.2500,20.3969,26.2500,188.6400,224.0000,458.5000,505.0000,188.6400,224.0000
19.9.2007,19,9,2007,28.3991,29.2829,45.3250,50.0000,186.4800,202.0000,90.6500,100.0000,181.3000,200.0000,25.9000,29.0000,16.1875,21.0000,20.1634,26.0000,186.4800,222.0000,453.2500,500.0000,186.4800,222.0000
20.9.2007,20,9,2007,28.7000,29.2829,45.8150,50.0000,188.5000,202.0000,91.6300,100.0000,183.2500,200.0000,26.1800,29.0000,16.3625,21.0000,20.3814,26.0000,188.5000,222.0000,458.1500,500.0000,188.5000,222.0000
21.9.2007,21,9,2007,28.6700,29.2829,45.7625,50.0000,188.2800,202.0000,91.5250,100.0000,183.0500,200.0000,26.1500,29.0000,16.3438,21.0000,20.3580,26.0000,188.2800,222.0000,457.6250,500.0000,188.2800,222.0000
22.9.2007,22,9,2007,28.5600,29.2829,45.5875,50.5000,187.6000,204.0000,91.1750,101.0000,182.3500,202.0000,26.0500,29.2500,16.2813,21.2500,20.2802,26.2500,187.6000,224.0000,455.8750,505.0000,187.6000,224.0000
23.9.2007,23,9,2007,28.5600,29.2829,45.5875,50.5000,187.6000,204.0000,91.1750,101.0000,182.3500,202.0000,26.0500,29.2500,16.2813,21.2500,20.2802,26.2500,187.6000,224.0000,455.8750,505.0000,187.6000,224.0000
24.9.2007,24,9,2007,28.5636,29.2829,45.5875,50.5000,187.5600,204.0000,91.1750,101.0000,182.3500,202.0000,26.0500,29.2500,16.2813,21.2500,20.2802,26.2500,187.5600,224.0000,455.8750,505.0000,187.5600,224.0000
25.9.2007,25,9,2007,28.5636,29.2829,45.5875,50.5000,187.5600,204.0000,91.1750,101.0000,182.3500,202.0000,26.0500,29.2500,16.2813,21.2500,20.2802,26.2500,187.5600,224.0000,455.8750,505.0000,187.5600,224.0000
26.9.2007,26,9,2007,28.5088,29.2829,45.5000,50.5000,187.2000,204.0000,91.0000,101.0000,182.0000,202.0000,26.0000,29.2500,16.2500,21.2500,20.2412,26.2500,187.2000,224.0000,455.0000,505.0000,187.2000,224.0000
27.9.2007,27,9,2007,28.3443,29.2810,45.2375,51.0000,186.1200,220.0000,90.4750,100.0000,180.9500,200.0000,25.8500,28.7500,16.1563,19.0000,20.1245,21.3000,186.1200,220.0000,452.3750,490.0000,186.2000,220.0000
28.9.2007,28,9,2007,28.3991,29.2280,45.3250,49.5000,186.4800,200.0000,90.6500,99.0000,181.3000,198.0000,25.9000,28.7500,16.1875,20.7500,20.1634,25.7500,186.4800,220.0000,453.2500,495.0000,186.4800,220.0000
29.9.2007,29,9,2007,28.5088,29.2280,45.5000,49.5000,187.2000,200.0000,91.0000,99.0000,182.0000,198.0000,26.0000,28.7500,16.2500,20.7500,20.2412,25.7500,187.2000,220.0000,455.0000,495.0000,187.2000,220.0000
30.9.2007,30,9,2007,28.5088,29.2280,45.5000,49.5000,187.2000,200.0000,91.0000,99.0000,182.0000,198.0000,26.0000,28.7500,16.2500,20.7500,20.2412,25.7500,187.2000,220.0000,455.0000,495.0000,187.2000,220.0000
1.10.2007,1,10,2007,28.4539,29.2280,45.4125,49.5000,186.8400,200.0000,90.8250,99.0000,181.6500,198.0000,25.9500,28.7500,16.2188,20.7500,20.2023,25.7500,186.8400,220.0000,454.1250,495.0000,186.8400,220.0000
2.10.2007,2,10,2007,28.1250,29.2280,44.8875,49.5000,184.7000,200.0000,89.7750,99.0000,179.5500,198.0000,25.6500,28.7500,16.0313,20.7500,19.9688,25.7500,184.7000,220.0000,448.8750,495.0000,184.7000,220.0000
3.10.2007,3,10,2007,28.1500,29.2280,44.9400,49.5000,184.9000,200.0000,89.8800,99.0000,179.7600,198.0000,25.6800,28.7500,16.0500,20.7500,19.9921,25.7500,184.9000,220.0000,449.4000,495.0000,184.9000,220.0000
4.10.2007,4,10,2007,27.9000,29.2280,44.5375,48.5000,183.2500,196.0000,89.0750,97.0000,178.1500,194.0000,25.4500,28.2500,15.9063,20.2500,19.8130,25.2500,183.2500,214.0000,445.3750,485.0000,183.2500,214.0000
5.10.2007,5,10,2007,27.7900,29.2280,44.3625,48.5000,182.5500,196.0000,88.7250,97.0000,177.4500,194.0000,25.3500,28.2500,15.8438,20.2500,19.7352,25.2500,182.5500,214.0000,443.6250,485.0000,182.5500,214.0000
6.10.2007,6,10,2007,28.0700,29.2810,44.8000,51.0000,184.3200,220.0000,89.6000,100.0000,179.2000,200.0000,25.6000,28.3600,16.0000,19.0000,19.9298,23.0000,184.3200,220.0000,448.0000,490.0000,184.3200,220.0000
7.10.2007,7,10,2007,28.0700,29.2810,44.8000,51.0000,184.3200,220.0000,89.6000,100.0000,179.2000,200.0000,25.6000,28.3600,16.0000,19.0000,19.9298,23.0000,184.3200,220.0000,448.0000,490.0000,184.3200,220.0000
8.10.2007,8,10,2007,27.9900,29.2280,44.6775,48.5000,183.8500,196.0000,89.3550,97.0000,178.7100,194.0000,25.5300,28.2500,15.9563,20.2500,19.8753,25.2500,183.8500,214.0000,446.7750,485.0000,183.8500,214.0000
9.10.2007,9,10,2007,28.0154,29.2280,44.7125,48.5000,183.9600,196.0000,89.4250,97.0000,178.8500,194.0000,25.5500,28.2500,15.9688,20.2500,19.8909,25.2500,183.9600,214.0000,447.1250,485.0000,183.9600,214.0000
10.10.2007,10,10,2007,28.3991,29.2280,45.3250,48.5000,186.4800,196.0000,90.6500,97.0000,181.3000,194.0000,25.9000,28.2500,16.1875,20.2500,20.1634,25.2500,186.4800,214.0000,453.2500,485.0000,186.4800,214.0000
11.10.2007,11,10,2007,28.5600,29.2280,45.5875,49.0000,187.6000,198.0000,91.1750,98.0000,182.3500,196.0000,26.0500,28.5000,16.2813,20.5000,20.2802,25.5000,187.6000,218.0000,455.8750,490.0000,187.6000,218.0000
12.10.2007,12,10,2007,28.5600,29.2280,45.5875,49.0000,187.6000,198.0000,91.1750,98.0000,182.3500,196.0000,26.0500,28.5000,16.2813,20.5000,20.2802,25.5000,187.6000,218.0000,455.8750,490.0000,187.6000,218.0000
13.10.2007,13,10,2007,28.5600,29.2280,45.5875,49.0000,187.6000,198.0000,91.1750,98.0000,182.3500,196.0000,26.0500,28.5000,16.2813,20.5000,20.2802,25.5000,187.6000,218.0000,455.8750,490.0000,187.6000,218.0000
14.10.2007,14,10,2007,28.5600,29.2280,45.5875,49.0000,187.6000,198.0000,91.1750,98.0000,182.3500,196.0000,26.0500,28.5000,16.2813,20.5000,20.2802,25.5000,187.6000,218.0000,455.8750,490.0000,187.6000,218.0000
15.10.2007,15,10,2007,29.5504,28.3840,47.1625,51.0000,194.0400,220.0000,94.3250,100.0000,188.6500,200.0000,26.9500,29.7300,16.8438,19.0000,20.9808,21.3000,194.0400,220.0000,471.6250,490.0000,194.0400,220.0000
16.10.2007,16,10,2007,30.0430,29.2280,47.9500,52.5000,197.3000,212.0000,95.9000,105.0000,191.8000,210.0000,27.4000,30.2500,17.1250,22.2500,21.3311,27.2500,197.3000,234.0000,479.5000,525.0000,197.3000,234.0000
17.10.2007,17,10,2007,29.4400,29.2280,46.9875,52.5000,193.3500,212.0000,93.9750,105.0000,187.9500,210.0000,26.8500,30.2500,16.7813,22.2500,20.9030,27.2500,193.3500,234.0000,469.8750,525.0000,193.3500,234.0000
18.10.2007,18,10,2007,29.6053,29.2280,47.2500,51.2500,194.4000,207.0000,94.5000,102.5000,189.0000,205.0000,27.0000,29.7500,16.8750,21.7500,21.0197,26.7500,194.4000,237.0000,472.5000,512.5000,194.4000,237.0000
19.10.2007,19,10,2007,29.6000,29.2280,47.2500,51.2500,194.4000,207.0000,94.5000,102.5000,189.0000,205.0000,27.0000,29.7500,16.8750,21.7500,21.0197,26.7500,194.4000,237.0000,472.5000,512.5000,194.4000,237.0000
20.10.2007,20,10,2007,29.7700,29.2280,47.5125,51.2500,195.4800,207.0000,95.0250,102.5000,190.0500,205.0000,27.1500,29.7500,16.9683,21.7500,21.1367,26.7500,195.4800,237.0000,475.1250,512.5000,195.4800,237.0000
21.10.2007,21,10,2007,29.7700,29.2280,47.5125,51.2500,195.4800,207.0000,95.0250,102.5000,190.0500,205.0000,27.1500,29.7500,16.9683,21.7500,21.1367,26.7500,195.4800,237.0000,475.1250,512.5000,195.4800,237.0000
22.10.2007,22,10,2007,29.4956,29.2280,47.0750,52.0000,193.6800,210.0000,94.1500,104.0000,188.3000,208.0000,26.9000,30.2500,16.8125,22.2500,20.9419,27.2500,193.6800,240.0000,470.7500,520.0000,193.6800,240.0000
23.10.2007,23,10,2007,29.4400,29.2280,46.9875,51.5000,193.3200,208.0000,93.9750,103.0000,187.9500,206.0000,26.8500,30.0000,16.7813,22.0000,20.9030,27.0000,193.3200,238.0000,469.8750,515.0000,193.3200,238.0000
24.10.2007,24,10,2007,29.3860,29.2280,46.9000,51.5000,192.9600,208.0000,93.8000,103.0000,187.6000,206.0000,26.8000,30.0000,16.7500,22.0000,20.8640,27.0000,192.9600,238.0000,469.0000,515.0000,192.9600,238.0000
25.10.2007,25,10,2007,29.3860,29.2280,46.9000,51.5000,192.9600,208.0000,93.8000,103.0000,187.6000,206.0000,26.8000,30.0000,16.7500,22.0000,20.8640,27.0000,192.9600,238.0000,469.0000,515.0000,192.9600,238.0000
26.10.2007,26,10,2007,29.6000,29.2280,47.2500,51.5000,194.4000,208.0000,94.5000,103.0000,189.0000,206.0000,27.0000,30.0000,16.8750,22.0000,21.0197,27.0000,194.4000,238.0000,472.5000,515.0000,194.4000,238.0000
27.10.2007,27,10,2007,29.7100,29.2280,47.4250,51.5000,195.1500,208.0000,94.8500,103.0000,189.7000,206.0000,27.1000,30.0000,16.9375,22.0000,21.0976,27.0000,195.1500,238.0000,474.2500,515.0000,195.1500,238.0000
28.10.2007,28,10,2007,29.7100,29.2280,47.4250,51.5000,195.1500,208.0000,94.8500,103.0000,189.7000,206.0000,27.1000,30.0000,16.9375,22.0000,21.0976,27.0000,195.1500,238.0000,474.2500,515.0000,195.1500,238.0000
29.10.2007,29,10,2007,29.7100,29.2280,47.4250,51.5000,195.1500,208.0000,94.8500,103.0000,189.7000,206.0000,27.1000,30.0000,16.9375,22.0000,21.0976,27.0000,195.1500,238.0000,474.2500,515.0000,195.1500,238.0000
30.10.2007,30,10,2007,29.6000,29.2280,47.2500,51.5000,194.4000,208.0000,94.5000,103.0000,189.0000,206.0000,27.0000,30.0000,16.8750,22.0000,21.0197,27.0000,194.4000,238.0000,472.5000,515.0000,194.4000,238.0000
31.10.2007,31,10,2007,29.5500,29.2280,47.1625,51.5000,194.0400,208.0000,94.3250,103.0000,188.6500,206.0000,26.9500,30.0000,16.8438,22.0000,20.9808,27.0000,194.0400,238.0000,471.6250,515.0000,194.0400,238.0000
1.11.2007,1,11,2007,29.7149,30.4300,47.4250,51.5000,195.1200,208.0000,94.8500,103.0000,189.7000,206.0000,27.1000,30.0000,16.9375,22.0000,21.0976,27.0000,195.1200,238.0000,474.2500,515.0000,195.1200,238.0000
2.11.2007,2,11,2007,29.9890,30.4300,47.8625,52.0000,196.9200,210.0000,95.7250,104.0000,191.4500,208.0000,27.3500,30.2500,17.0938,22.2500,21.2922,27.2500,196.9200,240.0000,478.6250,520.0000,196.9200,240.0000
3.11.2007,3,11,2007,30.1535,31.4200,48.1250,52.5000,198.0000,212.0000,96.2500,105.0000,192.5000,210.0000,27.5000,30.5000,17.1875,22.5000,21.4090,27.5000,198.0000,242.0000,481.2500,525.0000,198.0000,242.0000
4.11.2007,4,11,2007,30.1535,31.4200,48.1250,52.5000,198.0000,212.0000,96.2500,105.0000,192.5000,210.0000,27.5000,30.5000,17.1875,22.5000,21.4090,27.5000,198.0000,242.0000,481.2500,525.0000,198.0000,242.0000
5.11.2007,5,11,2007,30.3180,31.4200,48.3875,52.5000,199.0800,212.0000,96.7750,105.0000,193.5500,210.0000,27.6500,30.5000,17.2813,22.5000,21.5258,27.5000,199.0800,242.0000,483.8750,525.0000,199.0800,242.0000
6.11.2007,6,11,2007,30.4200,31.4200,48.5625,52.5000,199.8000,212.0000,97.1250,105.0000,194.2500,210.0000,27.7500,30.5000,17.3438,22.5000,21.6036,27.5000,199.8000,242.0000,485.6250,525.0000,199.8000,242.0000
7.11.2007,7,11,2007,30.9211,31.7500,49.3500,53.7500,203.0400,217.0000,98.7000,107.5000,197.4000,215.0000,28.2000,31.2500,17.6250,23.2500,21.9539,28.2500,203.0400,247.0000,493.5000,537.5000,203.0400,247.0000
8.11.2007,8,11,2007,31.1900,31.7500,49.7875,53.7500,205.0000,217.0000,99.5750,107.5000,199.1500,215.0000,28.4500,31.2500,17.7813,23.2500,22.1486,28.2500,205.0000,247.0000,497.8750,537.5000,205.0000,247.0000
9.11.2007,9,11,2007,31.3500,31.7500,50.0500,54.2500,205.9200,219.0000,100.1000,108.5000,200.2000,217.0000,28.6000,31.7500,17.8750,23.5000,22.2625,28.5000,205.9200,249.0000,500.5000,542.5000,205.9200,249.0000
10.11.2007,10,11,2007,31.1952,31.7500,49.7875,54.2500,204.8400,219.0000,99.5750,108.5000,199.1500,217.0000,28.4500,31.7500,17.7813,23.5000,22.1486,28.5000,204.8400,249.0000,497.8750,542.5000,204.8400,249.0000
11.11.2007,11,11,2007,31.1952,31.7500,49.7875,54.2500,204.8400,219.0000,99.5750,108.5000,199.1500,217.0000,28.4500,31.7500,17.7813,23.5000,22.1486,28.5000,204.8400,249.0000,497.8750,542.5000,204.8400,249.0000
12.11.2007,12,11,2007,30.8114,31.8596,49.1750,54.2500,202.3200,219.0000,98.3500,108.5000,196.7000,217.0000,28.1000,31.7500,17.5625,23.5000,21.8761,28.5000,202.3200,249.0000,491.7500,542.5000,202.3100,249.0000
13.11.2007,13,11,2007,30.7566,31.8596,49.0875,53.5000,201.9600,216.0000,98.1750,107.0000,196.3500,214.0000,28.0500,31.2500,17.5313,23.0000,21.8372,28.0000,201.9600,246.0000,490.8750,535.0000,201.9600,246.0000
14.11.2007,14,11,2007,30.4200,31.0900,48.5625,53.5000,199.8000,216.0000,97.1250,107.0000,194.2500,214.0000,27.7500,31.2500,17.3438,23.0000,21.6036,28.0000,199.8000,246.0000,485.6250,535.0000,199.8000,246.0000
15.11.2007,15,11,2007,29.9890,31.0900,47.8625,52.7500,196.9200,213.0000,95.7250,105.5000,191.4500,211.0000,27.3500,30.7500,17.0938,22.5000,21.2922,27.5000,196.9200,243.0000,478.6250,527.5000,196.9200,243.0000
16.11.2007,16,11,2007,29.9342,31.0900,47.7750,52.7500,196.5600,213.0000,95.5500,105.5000,191.1000,211.0000,27.3000,30.7500,17.0625,22.5000,21.2533,27.5000,196.5600,243.0000,477.7500,527.5000,196.5600,243.0000
17.11.2007,17,11,2007,29.7100,30.7600,47.4250,52.0000,195.1200,210.0000,94.8500,104.0000,189.7000,208.0000,27.1000,30.2500,16.9375,22.0000,21.0976,27.0000,195.1200,240.0000,474.2500,520.0000,195.1200,240.0000
18.11.2007,18,11,2007,29.7100,30.7600,47.4250,52.0000,195.1200,210.0000,94.8500,104.0000,189.7000,208.0000,27.1000,30.2500,16.9375,22.0000,21.0976,27.0000,195.1200,240.0000,474.2500,520.0000,195.1200,240.0000
19.11.2007,19,11,2007,29.7100,30.7600,47.4250,52.0000,195.1200,210.0000,94.8500,104.0000,189.7000,208.0000,27.1000,30.2500,16.9375,22.0000,21.0976,27.0000,195.1200,240.0000,474.2500,520.0000,195.1200,240.0000
20.11.2007,20,11,2007,29.9340,30.7600,47.7750,52.0000,196.5600,210.0000,95.5500,104.0000,191.1000,208.0000,27.3000,30.2500,17.0620,22.0000,21.2532,27.0000,196.5600,240.0000,477.7500,520.0000,196.5600,240.0000
21.11.2007,21,11,2007,30.4276,30.7600,48.5625,53.0000,199.8000,214.0000,97.1250,106.0000,194.2500,212.0000,27.7500,31.0000,17.3438,22.7500,21.6036,27.7500,199.8000,244.0000,485.6250,530.0000,199.8000,244.0000
22.11.2007,22,11,2007,30.4800,30.7600,48.6500,53.0000,200.1600,214.0000,97.3000,106.0000,194.6000,212.0000,27.8000,31.0000,17.3750,22.7500,21.6425,27.7500,200.1600,244.0000,486.5000,530.0000,200.1600,244.0000
23.11.2007,23,11,2007,30.7700,30.7600,49.1225,53.0000,202.1050,214.0000,98.2450,106.0000,196.4900,212.0000,28.2500,31.0000,17.5438,22.7500,21.8527,27.7500,202.1050,244.0000,491.2250,530.0000,202.1050,244.0000
24.11.2007,24,11,2007,31.1900,30.7600,49.7875,54.5000,204.8400,220.0000,99.5750,109.0000,199.1500,218.0000,28.4500,31.7500,17.7813,23.5000,22.1486,28.5000,204.8400,250.0000,497.8750,545.0000,204.8400,250.0000
25.11.2007,25,11,2007,31.1900,30.7600,49.7875,54.5000,204.8400,220.0000,99.5750,109.0000,199.1500,218.0000,28.4500,31.7500,17.7813,23.5000,22.1486,28.5000,204.8400,250.0000,497.8750,545.0000,204.8400,250.0000
26.11.2007,26,11,2007,31.1952,30.7600,49.7875,54.5000,204.8400,220.0000,99.5750,109.0000,199.1500,218.0000,28.4500,31.7500,17.7813,23.5000,22.1486,28.5000,204.8400,250.0000,497.8750,545.0000,204.8400,250.0000
27.11.2007,27,11,2007,31.2500,30.7600,49.8750,54.5000,205.2000,220.0000,99.7500,109.0000,199.5000,218.0000,28.5000,31.7500,17.8125,23.5000,22.1875,28.5000,205.2000,250.0000,498.7500,545.0000,205.2000,250.0000
28.11.2007,28,11,2007,30.6400,30.7600,48.9125,53.5000,201.2400,216.0000,97.8250,107.0000,195.6500,214.0000,27.9500,31.2500,17.4688,23.0000,21.7593,28.0000,201.2400,246.0000,489.1250,535.0000,201.2400,246.0000
29.11.2007,29,11,2007,30.2083,30.7600,48.2103,53.5000,198.3600,216.0000,96.4250,107.0000,192.8500,214.0000,27.5500,31.2500,17.2188,23.0000,21.4479,28.0000,198.3600,246.0000,482.1250,535.0000,198.3600,246.0000
30.11.2007,30,11,2007,29.4956,30.7600,47.0750,53.5000,193.6800,216.0000,94.1500,107.0000,188.3000,214.0000,26.9000,31.2500,16.8125,23.0000,20.9419,28.0000,193.6800,246.0000,470.7500,535.0000,193.6800,246.0000
1.12.2007,1,12,2007,29.6053,30.7600,47.2500,53.5000,194.4000,216.0000,94.5000,107.0000,189.0000,214.0000,27.0000,31.2500,16.8750,23.0000,21.1520,28.0000,194.4000,246.0000,472.5000,535.0000,194.4000,246.0000
2.12.2007,2,12,2007,29.6053,30.7600,47.2500,53.5000,194.4000,216.0000,94.5000,107.0000,189.0000,214.0000,27.0000,31.2500,16.8750,23.0000,21.1520,28.0000,194.4000,246.0000,472.5000,535.0000,194.4000,246.0000
3.12.2007,3,12,2007,29.5504,30.7600,47.1625,51.5000,194.0400,208.0000,94.3250,103.0000,188.6500,206.0000,26.9500,30.0000,16.8438,22.0000,20.9808,27.0000,194.0400,238.0000,471.6250,515.0000,194.0400,238.0000
4.12.2007,4,12,2007,30.0430,30.7600,47.9500,51.5000,197.3000,208.0000,95.9000,103.0000,191.8000,206.0000,27.4000,30.0000,17.1250,22.0000,21.1520,27.0000,196.3000,238.0000,479.5000,515.0000,197.3000,238.0000
5.12.2007,5,12,2007,29.9300,30.7600,47.7750,51.5000,196.5600,208.0000,95.5500,103.0000,191.1000,206.0000,27.3000,30.0000,17.0625,22.0000,21.2533,27.0000,196.5600,238.0000,477.7500,515.0000,196.5600,238.0000
6.12.2007,6,12,2007,29.7697,30.7600,47.5125,51.5000,195.4800,208.0000,95.0250,103.0000,190.0500,206.0000,27.2500,30.0000,16.9688,22.0000,21.1520,27.0000,195.4800,238.0000,475.1250,515.0000,195.4800,238.0000
7.12.2007,7,12,2007,29.7100,30.7600,47.4250,51.5000,195.1200,208.0000,94.8500,103.0000,189.7000,206.0000,27.1000,30.0000,16.9375,22.0000,21.1520,27.0000,195.1200,238.0000,474.2500,515.0000,195.1200,238.0000
8.12.2007,8,12,2007,29.7100,30.7600,47.4250,51.5000,195.1200,208.0000,94.8500,103.0000,189.7000,206.0000,27.1000,30.0000,16.9375,22.0000,21.1520,27.0000,195.1200,238.0000,474.2500,515.0000,195.1200,238.0000
9.12.2007,9,12,2007,29.7100,30.7600,47.4250,51.5000,195.1200,208.0000,94.8500,103.0000,189.7000,206.0000,27.1000,30.0000,16.9375,22.0000,21.1520,27.0000,195.1200,238.0000,474.2500,515.0000,195.1200,238.0000
10.12.2007,10,12,2007,30.0439,30.7600,47.9500,51.5000,197.2800,208.0000,95.9000,103.0000,191.8000,206.0000,27.4000,30.0000,17.1250,22.0000,21.3311,27.0000,197.2800,238.0000,479.5000,515.0000,197.2800,238.0000
11.12.2007,11,12,2007,30.0439,30.7600,47.9500,51.5000,197.2800,208.0000,95.9000,103.0000,191.8000,206.0000,27.4000,30.0000,17.1250,22.0000,21.3311,27.0000,197.2800,238.0000,479.5000,515.0000,197.2800,238.0000
12.12.2007,12,12,2007,30.1535,30.7600,48.1250,51.5000,198.0000,208.0000,96.2500,103.0000,192.5000,206.0000,27.5000,30.0000,17.1875,22.0000,21.4090,27.0000,198.0000,238.0000,481.2500,515.0000,198.0000,238.0000
13.12.2007,13,12,2007,29.9342,30.7600,47.7750,51.5000,196.5600,208.0000,95.5500,103.0000,191.1000,206.0000,27.3000,30.0000,17.0625,22.0000,21.1520,27.0000,196.5600,238.0000,477.7500,515.0000,196.5600,238.0000
14.12.2007,14,12,2007,29.8246,30.7600,47.6000,51.5000,195.8400,208.0000,95.2000,103.0000,190.4000,206.0000,27.2000,30.0000,17.0000,22.0000,21.1520,27.0000,195.8400,238.0000,476.0000,515.0000,195.8400,238.0000
15.12.2007,15,12,2007,29.8794,30.7600,47.6875,51.5000,196.2000,208.0000,95.3750,103.0000,190.7500,206.0000,27.2500,30.0000,17.0313,22.0000,21.2144,27.0000,196.2000,238.0000,476.8750,515.0000,196.2000,238.0000
16.12.2007,16,12,2007,29.8794,30.7600,47.6875,51.5000,196.2000,208.0000,95.3750,103.0000,190.7500,206.0000,27.2500,30.0000,17.0313,22.0000,21.2144,27.0000,196.2000,238.0000,476.8750,515.0000,196.2000,238.0000
17.12.2007,17,12,2007,29.7600,30.7600,47.5125,51.5000,195.5000,208.0000,95.0250,103.0000,190.0500,206.0000,27.1500,30.0000,16.9688,22.0000,21.1365,27.0000,195.5000,238.0000,475.1250,515.0000,195.5000,238.0000
18.12.2007,18,12,2007,30.2083,30.7600,48.2125,51.5000,198.3600,208.0000,96.4250,103.0000,192.8500,206.0000,27.5500,30.0000,17.2188,22.0000,21.1520,27.0000,198.3600,238.0000,482.1250,515.0000,198.3600,238.0000
19.12.2007,19,12,2007,30.2083,30.7600,48.2125,51.5000,198.3600,208.0000,96.4250,103.0000,192.8500,206.0000,27.5500,30.0000,17.2188,22.0000,21.4479,27.0000,198.3600,238.0000,482.1250,515.0000,198.3600,238.0000
20.12.2007,20,12,2007,30.2083,30.7600,48.2125,51.5000,198.3600,208.0000,96.4250,103.0000,192.8500,206.0000,27.5500,30.0000,17.2188,22.0000,21.4479,27.0000,198.3600,238.0000,482.1250,515.0000,198.3600,238.0000
21.12.2007,21,12,2007,30.2083,30.7600,48.2125,51.5000,198.3600,208.0000,96.4250,103.0000,192.8500,206.0000,27.5500,30.0000,17.2188,22.0000,21.4479,27.0000,198.3600,238.0000,482.1250,515.0000,198.3600,238.0000
22.12.2007,22,12,2007,30.2083,30.7600,48.2125,51.5000,198.3600,208.0000,96.4250,103.0000,192.8500,206.0000,27.5500,30.0000,17.2188,22.0000,21.4479,27.0000,198.3600,238.0000,482.1250,515.0000,198.3600,238.0000
23.12.2007,23,12,2007,30.2083,30.7600,48.2125,51.5000,198.3600,208.0000,96.4250,103.0000,192.8500,206.0000,27.5500,30.0000,17.2188,22.0000,21.4479,27.0000,198.3600,238.0000,482.1250,515.0000,198.3600,238.0000
24.12.2007,24,12,2007,30.4276,30.7600,48.5625,53.0000,199.8000,214.0000,97.1250,106.0000,194.2500,212.0000,27.7500,30.7500,17.3438,22.7500,21.6036,27.7500,199.8000,244.0000,485.6250,530.0000,199.8000,244.0000
25.12.2007,25,12,2007,30.3100,30.7600,48.3875,53.0000,199.0800,214.0000,96.7750,106.0000,193.5500,212.0000,27.6500,30.7500,17.2813,22.7500,21.5258,27.7500,199.0800,244.0000,483.8750,530.0000,199.0800,244.0000
26.12.2007,26,12,2007,30.5373,30.7600,48.7375,53.0000,200.5200,214.0000,97.4750,106.0000,194.9500,212.0000,27.8500,30.7500,17.4063,22.7500,21.6815,27.7500,200.5200,244.0000,487.3750,530.0000,200.5200,244.0000
